1.000000000000000000e+00,6.739186666666667769e-01
1.004004004004003914e+00,6.662285950213302499e-01
1.008008008008008050e+00,6.585142170358593283e-01
1.012012012012011963e+00,6.507756471157922773e-01
1.016016016016016099e+00,6.430130004951598588e-01
1.020020020020020013e+00,6.352263932364883292e-01
1.024024024024023927e+00,6.274159422307959977e-01
1.028028028028028062e+00,6.195817651975953355e-01
1.032032032032031976e+00,6.117239806848936423e-01
1.036036036036036112e+00,6.038427080691907145e-01
1.040040040040040026e+00,5.959380675554811768e-01
1.044044044044043940e+00,5.880101801772524839e-01
1.048048048048048075e+00,5.800591677964861415e-01
1.052052052052051989e+00,5.720851531036581505e-01
1.056056056056056125e+00,5.640882596177373420e-01
1.060060060060060039e+00,5.560686116861864869e-01
1.064064064064063952e+00,5.480263344849632956e-01
1.068068068068068088e+00,5.399615540185170870e-01
1.072072072072072002e+00,5.318743971197930076e-01
1.076076076076076138e+00,5.237649914502285897e-01
1.080080080080080052e+00,5.156334654997561939e-01
1.084084084084083965e+00,5.074799485868014548e-01
1.088088088088088101e+00,4.993045708582830033e-01
1.092092092092092015e+00,4.911074632896150760e-01
1.096096096096096151e+00,4.828887576847035734e-01
1.100100100100100065e+00,4.746485866759502237e-01
1.104104104104104200e+00,4.663870837242490297e-01
1.108108108108108114e+00,4.581043831189885451e-01
1.112112112112112028e+00,4.498006199780508751e-01
1.116116116116116164e+00,4.414759302478108993e-01
1.120120120120120077e+00,4.331304507031399353e-01
1.124124124124124213e+00,4.247643189473994663e-01
1.128128128128128127e+00,4.163776734124482459e-01
1.132132132132132041e+00,4.079706533586366923e-01
1.136136136136136177e+00,3.995433988748087750e-01
1.140140140140140090e+00,3.910960508783041800e-01
1.144144144144144226e+00,3.826287511149542020e-01
1.148148148148148140e+00,3.741416421590857411e-01
1.152152152152152276e+00,3.656348674135178611e-01
1.156156156156156189e+00,3.571085711095648985e-01
1.160160160160160103e+00,3.485628983070337417e-01
1.164164164164164239e+00,3.399979948942251085e-01
1.168168168168168153e+00,3.314140075879348224e-01
1.172172172172172289e+00,3.228110839334510374e-01
1.176176176176176202e+00,3.141893723045565134e-01
1.180180180180180116e+00,3.055490219035275623e-01
1.184184184184184252e+00,2.968901827611332700e-01
1.188188188188188166e+00,2.882130057366388276e-01
1.192192192192192302e+00,2.795176425178008128e-01
1.196196196196196215e+00,2.708042456208711868e-01
1.200200200200200129e+00,2.620729683905948515e-01
1.204204204204204265e+00,2.533239650002101495e-01
1.208208208208208179e+00,2.445573904514507790e-01
1.212212212212212314e+00,2.357734005745420192e-01
1.216216216216216228e+00,2.269721520282055316e-01
1.220220220220220142e+00,2.181538022996542259e-01
1.224224224224224278e+00,2.114361873550549553e-01
1.228228228228228192e+00,2.054872536997318644e-01
1.232232232232232327e+00,1.995273928628388260e-01
1.236236236236236241e+00,1.935568047457525698e-01
1.240240240240240155e+00,1.875756903080907367e-01
1.244244244244244291e+00,1.815842515677123792e-01
1.248248248248248204e+00,1.760510667124430828e-01
1.252252252252252340e+00,1.706698540590660951e-01
1.256256256256256254e+00,1.652595804682527036e-01
1.260260260260260168e+00,1.598204444892164233e-01
