1.000000000000000000e+00,3.054028724363233027e-01
1.004004004004003914e+00,3.091221633049407447e-01
1.008008008008008050e+00,3.128753658850310648e-01
1.012012012012011963e+00,3.166617962793524810e-01
1.016016016016016099e+00,3.204815631066553205e-01
1.020020020020020013e+00,3.243347710895143066e-01
1.024024024024023927e+00,3.282215209284841673e-01
1.028028028028028062e+00,3.321419091750105745e-01
1.032032032032031976e+00,3.360960280902260400e-01
1.036036036036036112e+00,3.400863092525917009e-01
1.040040040040040026e+00,3.441107664463150528e-01
1.044044044044043940e+00,3.481693816375593387e-01
1.048048048048048075e+00,3.522622334700393765e-01
1.052052052052051989e+00,3.563893956734263679e-01
1.056056056056056125e+00,3.605522689094658451e-01
1.060060060060060039e+00,3.647515722415711203e-01
1.064064064064063952e+00,3.689855752860171090e-01
1.068068068068068088e+00,3.732543359348711731e-01
1.072072072072072002e+00,3.775579064480592550e-01
1.076076076076076138e+00,3.818993808041803995e-01
1.080080080080080052e+00,3.862768197042201201e-01
1.084084084084083965e+00,3.906894126444613868e-01
1.088088088088088101e+00,3.951371934891654836e-01
1.092092092092092015e+00,3.996233170869897822e-01
1.096096096096096151e+00,4.041463214512159841e-01
1.100100100100100065e+00,4.087048185782405363e-01
1.104104104104104200e+00,4.132988217398229636e-01
1.108108108108108114e+00,4.179334263938561667e-01
1.112112112112112028e+00,4.226039467095218938e-01
1.116116116116116164e+00,4.273102331380225216e-01
1.120120120120120077e+00,4.320554170763813429e-01
1.124124124124124213e+00,4.368392053153435373e-01
1.128128128128128127e+00,4.416589861509634396e-01
1.132132132132132041e+00,4.465168624950326959e-01
1.136136136136136177e+00,4.514150939471099355e-01
1.140140140140140090e+00,4.563495076957007068e-01
1.144144144144144226e+00,4.613221930236941493e-01
1.148148148148148140e+00,4.663359656690088673e-01
1.152152152152152276e+00,4.713860701805216435e-01
1.156156156156156189e+00,4.764756809612037958e-01
1.160160160160160103e+00,4.816060071386427111e-01
1.164164164164164239e+00,4.867727711028622672e-01
1.168168168168168153e+00,4.919814197246207832e-01
